# Reproduction command (with lincs version 1.1.0): lincs generate classified-alternatives problem.yml model.yml 2500 --random-seed 867960298 --misclassified-count 0
name,"Criterion 1","Criterion 2","Criterion 3","Criterion 4","Criterion 5",category
"Alternative 470",0.130591884,0.894620597,0.955097556,0.0215806514,0.881579459,"Intermediate category 3"
"Alternative 471",0.934815049,0.251384914,0.235998616,0.420370758,0.186846644,"Intermediate category 1"
"Alternative 472",0.41651243,0.916185677,0.410017431,0.832615674,0.0630352497,"Intermediate category 1"
"Alternative 473",0.4869937,0.891175449,0.787251711,0.35652861,0.222245723,"Intermediate category 3"
"Alternative 474",0.558045983,0.216343418,0.690959394,0.285624117,0.542555988,"Worst category"
"Alternative 475",0.447229117,0.922007561,0.92199266,0.567143381,0.238564074,"Intermediate category 3"
"Alternative 476",0.00647416478,0.627187967,0.455648631,0.731575668,0.659253955,"Intermediate category 1"
"Alternative 477",0.485919833,0.286371887,0.861579478,0.73899281,0.357883245,"Intermediate category 1"
"Alternative 478",0.0661293194,0.931407809,0.803741693,0.17156595,0.884089053,"Intermediate category 3"
"Alternative 479",0.41262576,0.330366582,0.234137505,0.565388799,0.551831543,"Intermediate category 1"
"Alternative 480",0.941761672,0.201172784,0.269715339,0.420096606,0.615123272,"Worst category"
"Alternative 481",0.319014311,0.374200135,0.441960305,0.0686195791,0.354327917,"Intermediate category 1"
"Alternative 482",0.308382958,0.398217648,0.367367297,0.93459183,0.496821612,"Intermediate category 1"
"Alternative 483",0.633036971,0.396692514,0.748796463,0.232081681,0.761099041,"Intermediate category 2"
"Alternative 484",0.885716915,0.510234714,0.724119842,0.63911289,0.392713577,"Intermediate category 2"
"Alternative 485",0.113194592,0.647551119,0.72003144,0.251037031,0.699510157,"Intermediate category 2"
"Alternative 486",0.912783563,0.849693358,0.797875166,0.0881777033,0.337559372,"Intermediate category 3"
"Alternative 487",0.249344677,0.604470968,0.208891764,0.48115778,0.834618747,"Intermediate category 2"
"Alternative 488",0.826374233,0.96431005,0.234071389,0.495401829,0.160802737,"Intermediate category 2"
"Alternative 489",0.701396585,0.810192764,0.77379483,0.761693001,0.576279879,"Intermediate category 3"
"Alternative 490",0.771845937,0.62208879,0.58800447,0.209171623,0.812000096,"Intermediate category 2"
"Alternative 491",0.0287845656,0.251377106,0.977281332,0.721855819,0.39336136,"Intermediate category 1"
"Alternative 492",0.142996967,0.701036453,0.733738244,0.758661568,0.383220971,"Intermediate category 2"
"Alternative 493",0.569207072,0.369022995,0.568119347,0.359719872,0.208557382,"Intermediate category 1"
"Alternative 494",0.848563254,0.0670515597,0.348304987,0.299795926,0.630718887,"Worst category"
"Alternative 495",0.708274245,0.873939633,0.265020877,0.556395531,0.126342416,"Intermediate category 2"
"Alternative 496",0.99824363,0.170101941,0.401623368,0.885455072,0.413241833,"Worst category"
"Alternative 497",0.833968341,0.966648161,0.0347178727,0.75115943,0.504457355,"Intermediate category 3"
"Alternative 498",0.414437354,0.862143636,0.980166197,0.55036515,0.628423512,"Intermediate category 3"
"Alternative 499",0.103431813,0.563146353,0.739476383,0.38696745,0.368550867,"Intermediate category 2"
"Alternative 500",0.522052646,0.415912837,0.669416428,0.876320004,0.851573408,"Intermediate category 2"
"Alternative 501",0.424659938,0.189798236,0.155017361,0.250473589,0.196378514,"Worst category"
"Alternative 502",0.774175942,0.48109588,0.976376534,0.318363219,0.983386397,"Intermediate category 2"
"Alternative 503",0.165711105,0.4117181,0.532184422,0.38063395,0.791367888,"Intermediate category 2"
"Alternative 504",0.196933717,0.325842917,0.517752826,0.344158798,0.476807505,"Intermediate category 1"
"Alternative 505",0.606468141,0.76821506,0.115155347,0.907642543,0.915127158,"Intermediate category 2"
"Alternative 506",0.370286584,0.510112584,0.521430731,0.585091949,0.941017568,"Intermediate category 2"
"Alternative 507",0.501348317,0.300795734,0.47122553,0.646677196,0.115721658,"Intermediate category 1"
"Alternative 508",0.559705794,0.428314716,0.938869059,0.428632438,0.00492609385,"Intermediate category 2"
"Alternative 509",0.530768096,0.968948781,0.0814342052,0.977137148,0.608868599,"Intermediate category 2"
"Alternative 510",0.859512568,0.255863875,0.0895309597,0.878421903,0.219074905,"Intermediate category 1"
"Alternative 511",0.328959376,0.197728664,0.136876076,0.0961667523,0.183798373,"Worst category"
"Alternative 512",0.842315316,0.28836605,0.95201081,0.354009628,0.255607367,"Intermediate category 1"
"Alternative 513",0.158299401,0.783070922,0.885995746,0.233083308,0.792981029,"Intermediate category 3"
"Alternative 514",0.42209655,0.68424052,0.984682679,0.369197071,0.377166808,"Intermediate category 2"
"Alternative 515",0.139988914,0.856733799,0.027985109,0.146618381,0.222907573,"Worst category"
"Alternative 516",0.527134001,0.338403106,0.52734983,0.619898558,0.13045679,"Intermediate category 2"
"Alternative 517",0.231737956,0.87406528,0.51328367,0.876010239,0.55095607,"Intermediate category 1"
"Alternative 518",0.168368757,0.703944623,0.69448179,0.491374165,0.30718258,"Intermediate category 2"
"Alternative 519",0.0581954494,0.777763665,0.739785552,0.837470472,0.380179793,"Intermediate category 2"
"Alternative 520",0.805619895,0.566775024,0.320036173,0.4307383,0.67963177,"Intermediate category 1"
"Alternative 521",0.144120857,0.871129155,0.506949663,0.449940145,0.870311916,"Intermediate category 3"
"Alternative 522",0.236116901,0.243363947,0.932497382,0.618241787,0.887647808,"Intermediate category 1"
"Alternative 523",0.660268128,0.425789267,0.998121858,0.872806549,0.486776441,"Intermediate category 2"
"Alternative 524",0.211512819,0.236388102,0.441955537,0.984978735,0.320477664,"Intermediate category 1"
"Alternative 525",0.159059614,0.288949162,0.972257495,0.680466533,0.0718698576,"Intermediate category 1"
"Alternative 526",0.303256065,0.256546289,0.913605809,0.783813536,0.350148559,"Intermediate category 1"
"Alternative 527",0.517804027,0.925760388,0.680163741,0.481510937,0.579236209,"Intermediate category 3"
"Alternative 528",0.907974243,0.579318404,0.826660395,0.974011004,0.845115483,"Intermediate category 2"
"Alternative 529",0.800542474,0.714272141,0.958767056,0.130426183,0.140944213,"Intermediate category 2"
"Alternative 530",0.563539624,0.708611786,0.205885738,0.0687967762,0.511394858,"Intermediate category 1"
"Alternative 531",0.670556962,0.216317147,0.42851913,0.793834865,0.416864187,"Worst category"
"Alternative 532",0.677674711,0.0634644553,0.532671988,0.855984151,0.0151094357,"Worst category"
"Alternative 533",0.172805458,0.474421114,0.2902008,0.0737880915,0.933351815,"Intermediate category 2"
"Alternative 534",0.326372594,0.525909841,0.459547162,0.27062273,0.966363192,"Intermediate category 2"
"Alternative 535",0.550384045,0.855055928,0.201410487,0.0415523537,0.841885209,"Intermediate category 2"
"Alternative 536",0.080024451,0.412146419,0.319028407,0.45377925,0.359870076,"Worst category"
"Alternative 537",0.668253541,0.453424186,0.527095616,0.339789897,0.44670105,"Intermediate category 1"
"Alternative 538",0.541092694,0.869536281,0.282015115,0.867354512,0.961156964,"Intermediate category 3"
"Alternative 539",0.857560098,0.108505294,0.123132184,0.427746296,0.50587523,"Worst category"
"Alternative 540",0.0573729426,0.497286201,0.475945354,0.783203721,0.623961091,"Intermediate category 1"
"Alternative 541",0.538970232,0.320784837,0.879603922,0.851551414,0.626862705,"Intermediate category 2"
"Alternative 542",0.667726278,0.606261611,0.425222337,0.382831246,0.854865432,"Intermediate category 2"
"Alternative 543",0.420727074,0.629787207,0.990549266,0.344833434,0.269846201,"Intermediate category 2"
"Alternative 544",0.758179903,0.503487527,0.706761539,0.822598517,0.261861682,"Intermediate category 2"
"Alternative 545",0.0108774416,0.104240924,0.995956004,0.676752985,0.734257638,"Worst category"
"Alternative 546",0.587487102,0.972893238,0.524445593,0.0675347671,0.388476223,"Intermediate category 1"
"Alternative 547",0.131456971,0.593610287,0.593987823,0.220168397,0.436581403,"Intermediate category 2"
"Alternative 548",0.456995487,0.763990998,0.149618641,0.947080314,0.567029774,"Intermediate category 1"
"Alternative 549",0.161471352,0.719214916,0.864432335,0.416426718,0.530910254,"Intermediate category 2"
"Alternative 550",0.0551147088,0.372304469,0.848117292,0.672156036,0.0580039173,"Intermediate category 2"
"Alternative 551",0.721037388,0.681344748,0.923699021,0.16288726,0.767768562,"Intermediate category 2"
"Alternative 552",0.452314109,0.833532631,0.0598160326,0.983795702,0.58901614,"Intermediate category 1"
"Alternative 553",0.0843539685,0.628404379,0.388616711,0.774493992,0.115082175,"Intermediate category 1"
"Alternative 554",0.137324035,0.245190084,0.137067065,0.321156681,0.272822291,"Worst category"
"Alternative 555",0.130804121,0.403317392,0.691269577,0.699851632,0.408508956,"Intermediate category 2"
"Alternative 556",0.478537679,0.397841871,0.708020627,0.471426904,0.622235179,"Intermediate category 2"
"Alternative 557",0.525735676,0.150237545,0.0509914383,0.936448038,0.658815145,"Worst category"
"Alternative 558",0.252503902,0.168596074,0.719767869,0.638604224,0.654330313,"Worst category"
"Alternative 559",0.434256226,0.780745029,0.0454552658,0.997227788,0.442863345,"Intermediate category 1"
"Alternative 560",0.679081559,0.52948004,0.450593829,0.801384509,0.58925128,"Intermediate category 2"
"Alternative 561",0.309946865,0.396117985,0.584707439,0.837457478,0.276089519,"Intermediate category 2"
"Alternative 562",0.653962076,0.633768082,0.49711588,0.27721861,0.0907445401,"Intermediate category 1"
"Alternative 563",0.696868002,0.0552373976,0.830220044,0.357546091,0.580589831,"Worst category"
"Alternative 564",0.821458519,0.44463259,0.387316376,0.7047382,0.02715322,"Intermediate category 2"
"Alternative 565",0.652212322,0.597904801,0.805200875,0.243526191,0.130314201,"Intermediate category 2"
"Alternative 566",0.834440827,0.7557441,0.661850035,0.882445276,0.678803444,"Intermediate category 2"
"Alternative 567",0.114555269,0.559627116,0.468289942,0.0690674186,0.888948739,"Intermediate category 2"
"Alternative 568",0.152231857,0.776905537,0.218396649,0.890602231,0.322805285,"Worst category"
"Alternative 569",0.136152923,0.750845075,0.257300198,0.402400106,0.140827402,"Worst category"
"Alternative 570",0.435384333,0.707185805,0.227811828,0.395438433,0.0512486435,"Intermediate category 1"
"Alternative 571",0.788537025,0.273222804,0.124151394,0.0903286114,0.898218393,"Intermediate category 1"
"Alternative 572",0.848208725,0.607958198,0.122109681,0.269435853,0.993819892,"Intermediate category 2"
"Alternative 573",0.881037056,0.711208642,0.447988778,0.0489965416,0.667649448,"Intermediate category 1"
"Alternative 574",0.301717907,0.435958147,0.170498312,0.641309261,0.112243049,"Worst category"
"Alternative 575",0.0252536796,0.61991924,0.422367901,0.791378796,0.861742556,"Intermediate category 2"
"Alternative 576",0.18740204,0.436550707,0.822025776,0.960747302,0.943147004,"Intermediate category 2"
"Alternative 577",0.449021727,0.957721531,0.626749218,0.0861498341,0.759096742,"Intermediate category 2"
"Alternative 578",0.0600994192,0.834426284,0.567795336,0.689232349,0.592838466,"Intermediate category 1"
"Alternative 579",0.906179786,0.472662389,0.152465552,0.173450768,0.00820219237,"Worst category"
"Alternative 580",0.0220204201,0.356491864,0.3075656,0.105331749,0.919006169,"Intermediate category 2"
"Alternative 581",0.0115091363,0.812180698,0.649373472,0.464005738,0.5396716,"Intermediate category 3"
"Alternative 582",0.487678349,0.624109566,0.601994038,0.362017512,0.916504622,"Intermediate category 2"
"Alternative 583",0.725765467,0.645642221,0.741244316,0.1089224,0.969487965,"Intermediate category 2"
"Alternative 584",0.263761073,0.594292521,0.864551127,0.377083302,0.646337032,"Intermediate category 2"
"Alternative 585",0.185415402,0.934801042,0.339252472,0.0724126995,0.345405519,"Worst category"
"Alternative 586",0.0349946022,0.53999114,0.549281895,0.688936889,0.37910834,"Intermediate category 1"
"Alternative 587",0.0464688726,0.420394063,0.918510318,0.941934466,0.501938879,"Intermediate category 2"
"Alternative 588",0.142305195,0.799922287,0.985685229,0.121528275,0.182091415,"Intermediate category 3"
"Alternative 589",0.211288422,0.21903646,0.745575011,0.3441872,0.390860349,"Worst category"
"Alternative 590",0.327902913,0.0566636622,0.111700982,0.104821123,0.21111168,"Worst category"
"Alternative 591",0.478111178,0.936086535,0.344327033,0.291789711,0.934177458,"Intermediate category 3"
"Alternative 592",0.387102246,0.764941871,0.112377852,0.942468464,0.578656554,"Intermediate category 1"
"Alternative 593",0.194887847,0.844141781,0.409304827,0.66267103,0.00990391523,"Intermediate category 1"
"Alternative 594",0.948635936,0.730219007,0.828484595,0.819924831,0.0268093515,"Intermediate category 2"
"Alternative 595",0.882218778,0.411735356,0.847603738,0.710927188,0.403654367,"Intermediate category 2"
"Alternative 596",0.920231223,0.611408055,0.0992147997,0.427637786,0.831622422,"Intermediate category 2"
"Alternative 597",0.705326676,0.0506137088,0.988577902,0.392474473,0.78218478,"Worst category"
"Alternative 598",0.754939616,0.599274278,0.296257585,0.74360162,0.0406532176,"Intermediate category 2"
"Alternative 599",0.1311353,0.694975853,0.638576925,0.67155987,0.488906503,"Intermediate category 2"
"Alternative 600",0.759299517,0.0420396775,0.192767367,0.286791801,0.0434416234,"Worst category"
"Alternative 601",0.261991113,0.332704753,0.10157454,0.390411824,0.882490337,"Intermediate category 2"
"Alternative 602",0.754942119,0.423381865,0.163125202,0.6829772,0.814551055,"Intermediate category 2"
"Alternative 603",0.712612867,0.902440727,0.848946512,0.0516430326,0.022338802,"Intermediate category 3"
"Alternative 604",0.883853793,0.25510183,0.893266201,0.475165218,0.334064931,"Intermediate category 1"
"Alternative 605",0.0274637546,0.0502673872,0.409249097,0.742100418,0.502509713,"Worst category"
"Alternative 606",0.743882,0.722896636,0.764446974,0.107878946,0.961742222,"Intermediate category 2"
"Alternative 607",0.577653348,0.110352002,0.00542956777,0.337944776,0.0764483735,"Worst category"
"Alternative 608",0.619490921,0.267651081,0.0670469254,0.270657271,0.192327157,"Worst category"
"Alternative 609",0.328327477,0.876672506,0.54805094,0.155896381,0.0529423542,"Intermediate category 1"
"Alternative 610",0.0035556599,0.0111180032,0.757318556,0.952747345,0.243376195,"Worst category"
"Alternative 611",0.835326552,0.992244542,0.148259103,0.739275336,0.479115278,"Intermediate category 3"
"Alternative 612",0.405162245,0.971473634,0.203248635,0.501342356,0.904802561,"Intermediate category 3"
"Alternative 613",0.240763128,0.636528552,0.186426058,0.963948309,0.216491595,"Worst category"
"Alternative 614",0.749357939,0.641379237,0.744877636,0.751310885,0.648538888,"Intermediate category 2"
"Alternative 615",0.689385712,0.836037576,0.809524298,0.34850201,0.236612961,"Intermediate category 3"
"Alternative 616",0.245631084,0.618360221,0.646982551,0.560987532,0.994852483,"Intermediate category 2"
"Alternative 617",0.95668304,0.558767498,0.0588023029,0.905938923,0.702197313,"Intermediate category 2"
"Alternative 618",0.599764466,0.196049139,0.245914221,0.815777659,0.460211903,"Worst category"
"Alternative 619",0.917883754,0.176085472,0.261767715,0.588982344,0.452115893,"Worst category"
"Alternative 620",0.530761361,0.686414421,0.882091224,0.570587873,0.664392412,"Intermediate category 2"
"Alternative 621",0.452632606,0.116894864,0.248884097,0.742572963,0.48140341,"Worst category"
"Alternative 622",0.671091676,0.147545666,0.0622691847,0.285122126,0.76997447,"Worst category"
"Alternative 623",0.341921031,0.887392819,0.790933549,0.350877643,0.311648756,"Intermediate category 3"
"Alternative 624",0.331106544,0.0976521894,0.819058895,0.321032882,0.676897883,"Worst category"
"Alternative 625",0.107860602,0.0717035234,0.366855055,0.483633339,0.667436063,"Worst category"
"Alternative 626",0.0429637171,0.613615274,0.625829637,0.315952688,0.575368941,"Intermediate category 2"
"Alternative 627",0.710887015,0.198240727,0.597997248,0.8433007,0.682692289,"Worst category"
"Alternative 628",0.485571206,0.954787731,0.542235315,0.0142914858,0.134733811,"Intermediate category 1"
"Alternative 629",0.761069417,0.545396328,0.25393945,0.111140922,0.0683248937,"Worst category"
"Alternative 630",0.526682556,0.519179523,0.546386838,0.609424353,0.59983629,"Intermediate category 2"
"Alternative 631",0.270532131,0.829949498,0.0187347215,0.840392351,0.479709625,"Worst category"
"Alternative 632",0.711072862,0.192869395,0.814645112,0.273334593,0.152589098,"Worst category"
"Alternative 633",0.970630348,0.576562703,0.66568619,0.41964677,0.926775396,"Intermediate category 2"
"Alternative 634",0.598742247,0.066557087,0.83196187,0.513525128,0.701116025,"Worst category"
"Alternative 635",0.738237441,0.422074944,0.75311166,0.774117529,0.924827874,"Intermediate category 2"
"Alternative 636",0.666638017,0.0705979764,0.580867529,0.908108473,0.631110609,"Worst category"
"Alternative 637",0.647795081,0.294118404,0.504726291,0.116449095,0.711829603,"Intermediate category 1"
"Alternative 638",0.537404776,0.871740937,0.364843786,0.0759125128,0.196679428,"Intermediate category 1"
"Alternative 639",0.45416379,0.943883836,0.882553995,0.957009256,0.817726254,"Intermediate category 3"
"Alternative 640",0.663298666,0.362948716,0.497697562,0.944324613,0.238933712,"Intermediate category 2"
"Alternative 641",0.891226649,0.101964697,0.622985125,0.742138267,0.330743223,"Worst category"
"Alternative 642",0.19973579,0.815991521,0.40000084,0.583019137,0.423685312,"Intermediate category 1"
"Alternative 643",0.977147341,0.210778698,0.894925773,0.56733495,0.214344576,"Worst category"
"Alternative 644",0.608094752,0.280239612,0.137441069,0.236834243,0.290118366,"Worst category"
"Alternative 645",0.262583137,0.0445961654,0.175691351,0.940564275,0.749128282,"Worst category"
"Alternative 646",0.79409188,0.109972097,0.298154622,0.724739015,0.579944789,"Worst category"
"Alternative 647",0.593644142,0.200774029,0.368979573,0.767587543,0.623511612,"Worst category"
"Alternative 648",0.963486373,0.778781772,0.991313696,0.550962925,0.722169995,"Intermediate category 2"
"Alternative 649",0.0393182673,0.783474922,0.582320333,0.910782635,0.837547004,"Intermediate category 2"
"Alternative 650",0.236209884,0.769911051,0.549939692,0.854113042,0.7856161,"Intermediate category 2"
"Alternative 651",0.658874929,0.200988144,0.297401756,0.98258394,0.767132521,"Worst category"
"Alternative 652",0.19203192,0.0556050986,0.851261973,0.857363701,0.532630622,"Worst category"
"Alternative 653",0.368466258,0.751315653,0.833109856,0.760369122,0.0769886822,"Intermediate category 2"
"Alternative 654",0.63790375,0.703866243,0.286426067,0.307029217,0.0120998845,"Worst category"
"Alternative 655",0.813621461,0.941208899,0.0692733228,0.368780166,0.385636568,"Intermediate category 1"
"Alternative 656",0.460685909,0.0581132211,0.612058043,0.511031687,0.730711341,"Worst category"
"Alternative 657",0.00616945047,0.716818988,0.066961877,0.0193098076,0.307789773,"Worst category"
"Alternative 658",0.812453449,0.180447966,0.47836864,0.291375816,0.688608825,"Worst category"
"Alternative 659",0.243917555,0.182905406,0.86786747,0.776494384,0.458157867,"Worst category"
"Alternative 660",0.619258165,0.377032936,0.305554241,0.14801608,0.15060924,"Worst category"
"Alternative 661",0.982141435,0.338063389,0.821885109,0.388259262,0.916131675,"Intermediate category 2"
"Alternative 662",0.263260394,0.144286394,0.21344617,0.0238488968,0.269686997,"Worst category"
"Alternative 663",0.882270455,0.00220959494,0.942538738,0.572919726,0.363471597,"Worst category"
"Alternative 664",0.027590245,0.745437264,0.855135202,0.46096167,0.108044311,"Intermediate category 2"
"Alternative 665",0.5471735,0.580730796,0.602654815,0.395084053,0.206239164,"Intermediate category 2"
"Alternative 666",0.949866354,0.71737659,0.150986582,0.695909739,0.00570447044,"Intermediate category 2"
"Alternative 667",0.214137971,0.871550143,0.87621063,0.770461321,0.935650647,"Intermediate category 3"
"Alternative 668",0.00205029035,0.608932316,0.0747561753,0.367326349,0.210084856,"Worst category"
"Alternative 669",0.0126669612,0.94134444,0.269740105,0.685619235,0.248579726,"Worst category"
"Alternative 670",0.0287411883,0.519999862,0.799839377,0.284734219,0.913220227,"Intermediate category 2"
"Alternative 671",0.477879345,0.190709233,0.172632545,0.688098788,0.595069826,"Worst category"
"Alternative 672",0.924000561,0.595505416,0.166824639,0.210965335,0.456515759,"Worst category"
"Alternative 673",0.455694348,0.591127872,0.694657743,0.0204264652,0.2366191,"Intermediate category 2"
"Alternative 674",0.521551132,0.241134167,0.359072477,0.0403593294,0.995010436,"Intermediate category 1"
"Alternative 675",0.919381559,0.37704134,0.309761137,0.278011322,0.262846798,"Worst category"
"Alternative 676",0.886380374,0.267694056,0.513706565,0.729452431,0.181051686,"Intermediate category 1"
"Alternative 677",0.673899949,0.889145017,0.321311504,0.446814358,0.907629132,"Intermediate category 3"
"Alternative 678",0.338661969,0.801234603,0.389444232,0.808608651,0.873035729,"Intermediate category 3"
"Alternative 679",0.97563529,0.637900531,0.614969611,0.380114675,0.581509054,"Intermediate category 2"
"Alternative 680",0.42379877,0.916395843,0.434890538,0.345903397,0.0320113488,"Intermediate category 1"
"Alternative 681",0.145403966,0.328705043,0.4350003,0.306744665,0.97439152,"Intermediate category 2"
"Alternative 682",0.374134809,0.738861203,0.969471335,0.595835567,0.648984373,"Intermediate category 2"
"Alternative 683",0.513198674,0.779957473,0.527508497,0.494327784,0.463160545,"Intermediate category 2"
"Alternative 684",0.0352087058,0.306839764,0.549027085,0.294115394,0.46050325,"Intermediate category 1"
"Alternative 685",0.729675174,0.939709306,0.697867692,0.169439912,0.299140513,"Intermediate category 3"
"Alternative 686",0.821198523,0.350052565,0.812799811,0.438266248,0.400586218,"Intermediate category 2"
"Alternative 687",0.389541537,0.0432011187,0.603243768,0.761354744,0.607980132,"Worst category"
"Alternative 688",0.886874199,0.839272201,0.75700891,0.290329814,0.233607188,"Intermediate category 3"
"Alternative 689",0.359078825,0.223510846,0.837066591,0.213723764,0.230697051,"Intermediate category 1"
"Alternative 690",0.732796192,0.911072254,0.174526826,0.381461293,0.495130658,"Intermediate category 1"
"Alternative 691",0.813945174,0.159613669,0.422439277,0.096668072,0.992637157,"Worst category"
"Alternative 692",0.298180848,0.670342267,0.645593643,0.635422289,0.736461997,"Intermediate category 2"
"Alternative 693",0.867370367,0.148630738,0.647864282,0.168406636,0.291741967,"Worst category"
"Alternative 694",0.696759343,0.291427344,0.84566468,0.131375104,0.77599287,"Intermediate category 1"
"Alternative 695",0.346072614,0.576029599,0.919848502,0.692315698,0.0588122681,"Intermediate category 2"
"Alternative 696",0.242282897,0.772207975,0.0784297809,0.0592553392,0.591281295,"Intermediate category 1"
"Alternative 697",0.0374545269,0.184816539,0.120441511,0.423972845,0.0391847417,"Worst category"
"Alternative 698",0.897670209,0.854198575,0.867245436,0.633089662,0.261446714,"Intermediate category 3"
"Alternative 699",0.757780254,0.501409888,0.825434327,0.388514429,0.922568083,"Intermediate category 2"
"Alternative 700",0.349040091,0.55305928,0.966742158,0.639212012,0.926621377,"Intermediate category 2"
"Alternative 701",0.180393577,0.2050495,0.245450824,0.108794384,0.387578994,"Worst category"
"Alternative 702",0.865266025,0.0635727271,0.138610587,0.304173857,0.455841064,"Worst category"
"Alternative 703",0.555930495,0.286121339,0.658998013,0.662364364,0.710711479,"Intermediate category 1"
"Alternative 704",0.0802686512,0.641778946,0.166079149,0.62718755,0.146981344,"Worst category"
"Alternative 705",0.765204608,0.56840688,0.122142293,0.636224926,0.591248155,"Intermediate category 2"
"Alternative 706",0.562463403,0.439599693,0.388485044,0.402372569,0.399828464,"Intermediate category 1"
"Alternative 707",0.412864149,0.935781717,0.933404863,0.0175156258,0.821477771,"Intermediate category 3"
"Alternative 708",0.167117372,0.980239153,0.405595958,0.777204454,0.556185424,"Intermediate category 1"
"Alternative 709",0.128057718,0.580810487,0.494566381,0.375287354,0.0760386288,"Intermediate category 1"
"Alternative 710",0.705655634,0.748130441,0.053046383,0.606322467,0.923745036,"Intermediate category 2"
"Alternative 711",0.425589502,0.402636528,0.684617102,0.685461462,0.339573979,"Intermediate category 2"
"Alternative 712",0.228643402,0.949290991,0.286000282,0.614692569,0.856232166,"Intermediate category 2"
"Alternative 713",0.357411683,0.527871251,0.230068505,0.400669783,0.596746087,"Intermediate category 1"
"Alternative 714",0.718390048,0.799978495,0.488817304,0.802481771,0.892289102,"Intermediate category 3"
"Alternative 715",0.955302,0.105985135,0.206777766,0.0533289686,0.651594281,"Worst category"
"Alternative 716",0.336507469,0.290688068,0.462144017,0.671480298,0.0975426361,"Intermediate category 1"
"Alternative 717",0.835277081,0.622717559,0.821829021,0.144489959,0.673404574,"Intermediate category 2"
"Alternative 718",0.0417079963,0.564332962,0.868381023,0.5107283,0.614343643,"Intermediate category 2"
"Alternative 719",0.880842507,0.0594449788,0.70198524,0.98083514,0.945620835,"Worst category"
"Alternative 720",0.184274942,0.0639565513,0.904848814,0.128650561,0.041848015,"Worst category"
"Alternative 721",0.356469631,0.213517949,0.0918938592,0.85579288,0.0893674046,"Worst category"
"Alternative 722",0.0628874749,0.234476835,0.0362181962,0.763113081,0.484835863,"Worst category"
"Alternative 723",0.687542975,0.204715267,0.388867319,0.446531653,0.478415996,"Worst category"
"Alternative 724",0.860057414,0.953653216,0.440637439,0.436801851,0.306718737,"Intermediate category 2"
"Alternative 725",0.660204828,0.393315494,0.344147682,0.800621271,0.787334561,"Intermediate category 2"
"Alternative 726",0.331289649,0.975715578,0.747958124,0.417609721,0.120518774,"Intermediate category 3"
"Alternative 727",0.923451781,0.00486307405,0.300935507,0.390111089,0.998390496,"Worst category"
"Alternative 728",0.210074186,0.616173089,0.834831417,0.0374154374,0.873780131,"Intermediate category 2"
"Alternative 729",0.858959317,0.810792863,0.464321315,0.288113058,0.811733067,"Intermediate category 2"
"Alternative 730",0.220463961,0.420387715,0.827144563,0.0998649523,0.916605115,"Intermediate category 2"
"Alternative 731",0.954441905,0.282463789,0.010293792,0.0125842718,0.971273899,"Intermediate category 1"
"Alternative 732",0.344354838,0.965305805,0.662825346,0.69417119,0.0508271754,"Intermediate category 3"
"Alternative 733",0.741944492,0.268337131,0.138797238,0.659244359,0.323865771,"Intermediate category 1"
"Alternative 734",0.0640507787,0.038576968,0.571403027,0.923288345,0.507784486,"Worst category"
"Alternative 735",0.567931235,0.121189646,0.249578327,0.0702106655,0.973715246,"Worst category"
"Alternative 736",0.0126366969,0.116219521,0.115215629,0.986319542,0.886948586,"Worst category"
"Alternative 737",0.563319266,0.836600006,0.723459601,0.539964259,0.330642819,"Intermediate category 3"
"Alternative 738",0.759636998,0.885562658,0.227468371,0.266732037,0.795281112,"Intermediate category 2"
"Alternative 739",0.504287064,0.00279569346,0.229667768,0.42149058,0.922037542,"Worst category"
"Alternative 740",0.424230963,0.0808504522,0.938844144,0.140451029,0.0602759235,"Worst category"
"Alternative 741",0.5540874,0.0608710423,0.825694919,0.969931543,0.929858327,"Worst category"
"Alternative 742",0.844072521,0.571633816,0.380247146,0.144129246,0.648522079,"Intermediate category 1"
"Alternative 743",0.617868364,0.15564619,0.554628551,0.809822917,0.261391997,"Worst category"
"Alternative 744",0.873413384,0.608466208,0.558364034,0.986440718,0.0293577164,"Intermediate category 2"
"Alternative 745",0.882456422,0.528575063,0.017987594,0.0651671141,0.369725078,"Worst category"
"Alternative 746",0.815983176,0.257176369,0.744095862,0.661726832,0.8794415,"Intermediate category 1"
"Alternative 747",0.0795216262,0.592303813,0.328411788,0.335052669,0.658272386,"Intermediate category 1"
"Alternative 748",0.0435829163,0.492138565,0.373598248,0.79773587,0.975638568,"Intermediate category 2"
"Alternative 749",0.873488963,0.508953035,0.523757935,0.218703642,0.48748824,"Intermediate category 1"
"Alternative 750",0.705797493,0.930037022,0.0334145688,0.326557457,0.885606825,"Intermediate category 3"
"Alternative 751",0.193771467,0.0910622925,0.514054358,0.459936947,0.996300399,"Worst category"
"Alternative 752",0.417026967,0.664628685,0.217746526,0.403597176,0.0317888819,"Intermediate category 1"
"Alternative 753",0.693065941,0.113292232,0.627728164,0.282546729,0.256223977,"Worst category"
"Alternative 754",0.515161812,0.865995944,0.662523687,0.183224052,0.772016287,"Intermediate category 3"
"Alternative 755",0.0925846919,0.0366712846,0.718407452,0.640600443,0.164848641,"Worst category"
"Alternative 756",0.285881341,0.400842696,0.766149998,0.981681287,0.155601382,"Intermediate category 2"
"Alternative 757",0.428709447,0.0452304482,0.647306681,0.463385016,0.441563815,"Worst category"
